Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73
SRR23609084_1 - polya	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.00027618968707708455)	(14, 0.0005523793741541691)	(16, 0.0005523793741541691)	(18, 0.0005523793741541691)	(20, 0.0005523793741541691)	(22, 0.0005523793741541691)	(24, 0.0005523793741541691)	(26, 0.0005523793741541691)	(28, 0.0011047587483083382)	(30, 0.0016571381224625072)	(32, 0.001933327809539592)	(34, 0.0027618968707708454)	(36, 0.0027618968707708454)	(38, 0.00303808655784793)	(40, 0.003590465932002099)	(42, 0.0038666556190791834)	(44, 0.0038666556190791834)	(46, 0.0038666556190791834)	(48, 0.0038666556190791834)	(50, 0.004971414367387522)	(52, 0.004971414367387522)	(54, 0.004971414367387522)	(56, 0.004971414367387522)	(58, 0.004971414367387522)	(60, 0.005247604054464606)	(62, 0.005523793741541691)	(64, 0.005523793741541691)	(66, 0.005523793741541691)	(68, 0.005523793741541691)	(70, 0.005523793741541691)	(72, 0.005523793741541691)	(74, 0.00607617311569586)	(76, 0.00607617311569586)	(78, 0.00607617311569586)	(80, 0.00607617311569586)	(82, 0.00607617311569586)	(84, 0.00607617311569586)	(86, 0.00607617311569586)	(88, 0.00607617311569586)	(90, 0.00607617311569586)	(92, 0.00607617311569586)	(94, 0.006352362802772944)	(96, 0.006904742176927114)	(98, 0.009390449360620874)	(100, 0.01270472560554589)	(102, 0.02043803684370426)	(104, 0.039218935564946)	(106, 0.05413317866710857)	(108, 0.06683790427265446)	(110, 0.08644737205512745)	(112, 0.10660921921175463)	(114, 0.12097108293976302)	(116, 0.1521805175794736)	(118, 0.18863755627364875)	(120, 0.22398983621951557)	(122, 0.2529897533626094)	(124, 0.28668489518601376)	(126, 0.3145800535807993)	(128, 0.3468942469688182)	(130, 0.39412268345899965)	(132, 0.4269892562211727)	(134, 0.460684398044577)	(136, 0.4963128676775209)	(138, 0.5319413373104648)
SRR23609084_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.0)	(26, 0.0)	(28, 0.0)	(30, 0.0)	(32, 0.0)	(34, 0.0)	(36, 0.0)	(38, 0.0)	(40, 0.0)	(42, 0.0)	(44, 0.0)	(46, 0.0)	(48, 0.0)	(50, 0.0)	(52, 0.0)	(54, 0.0)	(56, 0.0)	(58, 0.0)	(60, 0.0)	(62, 0.0)	(64, 0.0)	(66, 0.0)	(68, 0.0)	(70, 0.0)	(72, 0.00027618968707708455)	(74, 0.0005523793741541691)	(76, 0.0005523793741541691)	(78, 0.0005523793741541691)	(80, 0.0005523793741541691)	(82, 0.0005523793741541691)	(84, 0.0005523793741541691)	(86, 0.0008285690612312537)	(88, 0.0016571381224625072)	(90, 0.0016571381224625072)	(92, 0.0016571381224625072)	(94, 0.0016571381224625072)	(96, 0.002485707183693761)	(98, 0.004142845306156268)	(100, 0.004971414367387522)	(102, 0.006904742176927114)	(104, 0.020161847156627173)	(106, 0.05689507553787941)	(108, 0.1322948601099235)	(110, 0.23862788963460105)	(112, 0.5548650813378628)	(114, 1.0655398127433922)	(116, 1.7126522495650012)	(118, 2.2062032203717514)	(120, 2.809953876322258)	(122, 3.5111994918109755)	(124, 4.279283011572348)	(126, 4.883033667522854)	(128, 5.637307702930372)	(130, 6.612809677686635)	(132, 7.609578258347833)	(134, 8.500842378545585)	(136, 9.531858480404342)	(138, 10.229513629961058)
SRR23609084_2 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0011047587483083382)	(12, 0.0011047587483083382)	(14, 0.0011047587483083382)	(16, 0.0016571381224625072)	(18, 0.0016571381224625072)	(20, 0.003866655619079184)	(22, 0.005523793741541691)	(24, 0.006904742176927114)	(26, 0.010495208108929212)	(28, 0.05054271273510647)	(30, 0.12124727262684012)	(32, 0.2698373242743116)	(34, 0.4880271770652084)	(36, 1.1343110448255862)	(38, 2.123622503935703)	(40, 3.170105228270776)	(42, 4.013864722291269)	(44, 5.185461374872262)	(46, 6.319496230010771)	(48, 7.472035794183445)	(50, 8.691965642002927)	(52, 9.926533543237497)	(54, 11.281520148037671)	(56, 12.75747783577761)	(58, 14.153064324578121)	(60, 15.558593642113404)	(62, 16.624133454856796)	(64, 18.19261468776756)	(66, 19.63377247493579)	(68, 20.832711906537412)	(70, 21.91095644488635)	(72, 23.098295909630735)	(74, 24.443615875383212)	(76, 25.90272599221145)	(78, 27.336702847515674)	(80, 28.31855718507471)	(82, 29.37194465158671)	(84, 30.510398541718452)	(86, 31.91068025519927)	(88, 33.33443809208164)	(90, 34.573701217996515)	(92, 36.293258209738454)	(94, 37.72060651255282)	(96, 38.81514624243931)	(98, 40.0204380368437)	(100, 41.18568232662192)	(102, 42.75968735327423)	(104, 44.25856878504156)	(106, 45.329080012152346)	(108, 46.54707653216229)	(110, 47.63802579611678)	(112, 48.564918385947465)	(114, 49.40729693153257)	(116, 50.232551716518905)	(118, 51.28566299334383)	(120, 52.42964067721711)	(122, 53.78794155826222)	(124, 54.54359654210512)	(126, 55.26058496975723)	(128, 55.89692600878283)	(130, 56.5915430717817)	(132, 57.66813047200817)	(134, 58.39865219432706)	(136, 59.14823100505427)	(138, 59.898086005468556)
SRR23609084_2 - polyg	(1, 0.028171348081862623)	(2, 0.028171348081862623)	(3, 0.028171348081862623)	(4, 0.028171348081862623)	(5, 0.028171348081862623)	(6, 0.028171348081862623)	(7, 0.028171348081862623)	(8, 0.028171348081862623)	(9, 0.028171348081862623)	(10, 0.028447537768939705)	(12, 0.02872372745601679)	(14, 0.02872372745601679)	(16, 0.02872372745601679)	(18, 0.02872372745601679)	(20, 0.02872372745601679)	(22, 0.02872372745601679)	(24, 0.02872372745601679)	(26, 0.02872372745601679)	(28, 0.02872372745601679)	(30, 0.02872372745601679)	(32, 0.02872372745601679)	(34, 0.02872372745601679)	(36, 0.02872372745601679)	(38, 0.02872372745601679)	(40, 0.02872372745601679)	(42, 0.02872372745601679)	(44, 0.02872372745601679)	(46, 0.02872372745601679)	(48, 0.02872372745601679)	(50, 0.02872372745601679)	(52, 0.02872372745601679)	(54, 0.02872372745601679)	(56, 0.02872372745601679)	(58, 0.02872372745601679)	(60, 0.02872372745601679)	(62, 0.02872372745601679)	(64, 0.02872372745601679)	(66, 0.02872372745601679)	(68, 0.02872372745601679)	(70, 0.02872372745601679)	(72, 0.02872372745601679)	(74, 0.02872372745601679)	(76, 0.02872372745601679)	(78, 0.02872372745601679)	(80, 0.02872372745601679)	(82, 0.02872372745601679)	(84, 0.02872372745601679)	(86, 0.02872372745601679)	(88, 0.02872372745601679)	(90, 0.02872372745601679)	(92, 0.02872372745601679)	(94, 0.02872372745601679)	(96, 0.02955229651724805)	(98, 0.02982848620432513)	(100, 0.030104675891402213)	(102, 0.030933244952633467)	(104, 0.030933244952633467)	(106, 0.03259038307509598)	(108, 0.04225702212279393)	(110, 0.06683790427265446)	(112, 0.11379015107575882)	(114, 0.1858756594028779)	(116, 0.4253321180987102)	(118, 0.7686358991355262)	(120, 1.0373684646615295)	(122, 1.250586903085039)	(124, 1.6690142790068219)	(126, 2.0703178943298255)	(128, 2.486535752754992)	(130, 2.930924959262021)	(132, 3.4631424862595632)	(134, 3.9787886320324795)	(136, 4.54525368022758)	(138, 5.154528129919629)
SRR23609085_1 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.005852830575186925)	(12, 0.013534670705119763)	(14, 0.01719268981461159)	(16, 0.02194811465695097)	(18, 0.028898350964985442)	(20, 0.03219056816352808)	(22, 0.037311794916816646)	(24, 0.04755424842339376)	(26, 0.05706509810807252)	(28, 0.06913656116939554)	(30, 0.09730330831248263)	(32, 0.15619741597530107)	(34, 0.26227997015056403)	(36, 0.7462358983363329)	(38, 1.41455598964049)	(40, 2.1454282077169573)	(42, 2.7222978212838185)	(44, 3.50950353364646)	(46, 4.280979763838286)	(48, 5.160367557760122)	(50, 6.224851118622244)	(52, 7.302869350189486)	(54, 8.565617546786065)	(56, 9.686434601934362)	(58, 10.82407854498632)	(60, 12.34983831555536)	(62, 13.307141916509373)	(64, 14.820464422106141)	(66, 16.439869481878173)	(68, 17.77029103200035)	(70, 18.883426247018715)	(72, 20.01850957669403)	(74, 21.355149759302343)	(76, 23.190012144623445)	(78, 24.959030185973692)	(80, 25.85524486779919)	(82, 26.857176301889)	(84, 27.813016695199217)	(86, 29.369138024377037)	(88, 31.089138609660097)	(90, 32.32042784191505)	(92, 34.293929151485884)	(94, 35.947353788976194)	(96, 37.03232225685147)	(98, 38.13155699925377)	(100, 39.128733008501236)	(102, 40.7335059918353)	(104, 42.35071624014164)	(106, 43.40495734749718)	(108, 44.73098927468797)	(110, 45.96630232796336)	(112, 47.04468636144155)	(114, 47.966872978944444)	(116, 48.869306293256074)	(118, 49.98463631974013)	(120, 51.35822249535431)	(122, 53.00359949080374)	(124, 53.692770291032)	(126, 54.59154558623414)	(128, 55.33375766355003)	(130, 56.04560818225714)	(132, 57.18581273868575)	(134, 57.87315452935926)	(136, 58.614635002853255)	(138, 59.465124445810105)
SRR23609085_1 - polya	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 0.0014632076437967312)	(16, 0.0014632076437967312)	(18, 0.0014632076437967312)	(20, 0.0021948114656950967)	(22, 0.00402382102044101)	(24, 0.004389622931390193)	(26, 0.004389622931390193)	(28, 0.0047554248423393765)	(30, 0.0051212267532885596)	(32, 0.005487028664237743)	(34, 0.00658443439708529)	(36, 0.008779245862780387)	(38, 0.009510849684678753)	(40, 0.010242453506577119)	(42, 0.010242453506577119)	(44, 0.010242453506577119)	(46, 0.010242453506577119)	(48, 0.010608255417526302)	(50, 0.010974057328475484)	(52, 0.011339859239424667)	(54, 0.01170566115037385)	(56, 0.012437264972272216)	(58, 0.012437264972272216)	(60, 0.01316886879417058)	(62, 0.01316886879417058)	(64, 0.01316886879417058)	(66, 0.014632076437967313)	(68, 0.014632076437967313)	(70, 0.015363680259865677)	(72, 0.015363680259865677)	(74, 0.015363680259865677)	(76, 0.015363680259865677)	(78, 0.015363680259865677)	(80, 0.016095284081764045)	(82, 0.016461085992713224)	(84, 0.017558491725560774)	(86, 0.017924293636509957)	(88, 0.018655897458408323)	(90, 0.019753303191255872)	(92, 0.019753303191255872)	(94, 0.019753303191255872)	(96, 0.019753303191255872)	(98, 0.019753303191255872)	(100, 0.024508728033595245)	(102, 0.03292217198542645)	(104, 0.047554248423393765)	(106, 0.06438113632705617)	(108, 0.07828160894312512)	(110, 0.09254788347014326)	(112, 0.11449599812709421)	(114, 0.12254364016797625)	(116, 0.15034458540011414)	(118, 0.1810719459198455)	(120, 0.21179930643957684)	(122, 0.23813704402791802)	(124, 0.26703539499290346)	(126, 0.2944705383140922)	(128, 0.3080052090192119)	(130, 0.34421959820318104)	(132, 0.3716547415243697)	(134, 0.3914080447156256)	(136, 0.41847738612586516)	(138, 0.44371771798135873)
SRR23609085_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.0)	(26, 0.0)	(28, 0.0)	(30, 0.0)	(32, 0.0)	(34, 0.0)	(36, 0.0)	(38, 0.0)	(40, 0.0)	(42, 0.0)	(44, 0.0)	(46, 0.0)	(48, 0.0)	(50, 0.0)	(52, 0.0)	(54, 0.0)	(56, 0.0)	(58, 0.0)	(60, 0.0)	(62, 0.0)	(64, 0.0)	(66, 0.0)	(68, 0.0007316038218983656)	(70, 0.0007316038218983656)	(72, 0.0007316038218983656)	(74, 0.0007316038218983656)	(76, 0.0007316038218983656)	(78, 0.0007316038218983656)	(80, 0.0007316038218983656)	(82, 0.0007316038218983656)	(84, 0.0007316038218983656)	(86, 0.0029264152875934624)	(88, 0.0051212267532885596)	(90, 0.007681840129932839)	(92, 0.010242453506577119)	(94, 0.013900472616068946)	(96, 0.015729482170814862)	(98, 0.017924293636509957)	(100, 0.02231391656790015)	(102, 0.025606133766442794)	(104, 0.02853254905403626)	(106, 0.03584858727301991)	(108, 0.06145472103946271)	(110, 0.10315613888766956)	(112, 0.3284901160323661)	(114, 0.6588092416194782)	(116, 1.0831394583205303)	(118, 1.4302854718113047)	(120, 1.8429100273619827)	(122, 2.2844329338776466)	(124, 2.849231084383185)	(126, 3.3364792297674963)	(128, 4.014310170756332)	(130, 4.861141594603691)	(132, 5.690048724814538)	(134, 6.38287754415229)	(136, 7.380785157221661)	(138, 8.068126947895177)
SRR23609085_2 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.005852830575186925)	(12, 0.013534670705119763)	(14, 0.01719268981461159)	(16, 0.02194811465695097)	(18, 0.028898350964985442)	(20, 0.03219056816352808)	(22, 0.037311794916816646)	(24, 0.04718844651244458)	(26, 0.05633349428617415)	(28, 0.06840495734749719)	(30, 0.09620590257963507)	(32, 0.1529051987767584)	(34, 0.25789034721917387)	(36, 0.7337986333640607)	(38, 1.39663169600398)	(40, 2.1256749045257015)	(42, 2.7007155085378165)	(44, 3.484629003701915)	(46, 4.254642026249945)	(48, 5.128908593418492)	(50, 6.186807719883529)	(52, 7.256412507498939)	(54, 8.508918250588941)	(56, 9.617298040764965)	(58, 10.746528539865093)	(60, 12.261680055016608)	(62, 13.213862429217329)	(64, 14.721332104238913)	(66, 16.341468767832843)	(68, 17.66347687400319)	(70, 18.767467041247826)	(72, 19.889747304039915)	(74, 21.225290080915382)	(76, 23.056494447126994)	(78, 24.82551248847724)	(80, 25.727214198966976)	(82, 26.72841402923489)	(84, 27.690838856942186)	(86, 29.25903164918134)	(88, 30.985982470772427)	(90, 32.21727170302738)	(92, 34.19479683361866)	(94, 35.85626911314985)	(96, 36.936482156182784)	(98, 38.03352208711938)	(100, 39.03142970018875)	(102, 40.62852084339289)	(104, 42.24060986494594)	(106, 43.288998141726296)	(108, 44.62088289949227)	(110, 45.856927556589554)	(112, 46.93750640153344)	(114, 47.857132405659684)	(116, 48.77017397538884)	(118, 49.891356832448096)	(120, 51.267869423349865)	(122, 52.92458627803872)	(124, 53.620707314575014)	(126, 54.523506430797596)	(128, 55.27413195206532)	(130, 55.99037209370382)	(132, 57.13825849026235)	(134, 57.82706348857967)	(136, 58.571104575450306)	(138, 59.425617839427595)
SRR23609085_2 - polyg	(1, 0.021948114656950967)	(2, 0.021948114656950967)	(3, 0.021948114656950967)	(4, 0.021948114656950967)	(5, 0.021948114656950967)	(6, 0.021948114656950967)	(7, 0.021948114656950967)	(8, 0.021948114656950967)	(9, 0.021948114656950967)	(10, 0.021948114656950967)	(12, 0.021948114656950967)	(14, 0.021948114656950967)	(16, 0.021948114656950967)	(18, 0.021948114656950967)	(20, 0.021948114656950967)	(22, 0.021948114656950967)	(24, 0.021948114656950967)	(26, 0.021948114656950967)	(28, 0.021948114656950967)	(30, 0.021948114656950967)	(32, 0.021948114656950967)	(34, 0.021948114656950967)	(36, 0.021948114656950967)	(38, 0.021948114656950967)	(40, 0.021948114656950967)	(42, 0.021948114656950967)	(44, 0.021948114656950967)	(46, 0.021948114656950967)	(48, 0.021948114656950967)	(50, 0.021948114656950967)	(52, 0.021948114656950967)	(54, 0.021948114656950967)	(56, 0.021948114656950967)	(58, 0.021948114656950967)	(60, 0.021948114656950967)	(62, 0.021948114656950967)	(64, 0.021948114656950967)	(66, 0.021948114656950967)	(68, 0.021948114656950967)	(70, 0.021948114656950967)	(72, 0.021948114656950967)	(74, 0.021948114656950967)	(76, 0.021948114656950967)	(78, 0.021948114656950967)	(80, 0.021948114656950967)	(82, 0.021948114656950967)	(84, 0.021948114656950967)	(86, 0.021948114656950967)	(88, 0.021948114656950967)	(90, 0.02450872803359525)	(92, 0.025606133766442794)	(94, 0.027800945232137893)	(96, 0.02999575669783299)	(98, 0.031458964341629723)	(100, 0.03255637007447727)	(102, 0.03511698345112155)	(104, 0.03694599300586746)	(106, 0.038409200649664195)	(108, 0.04133561593725765)	(110, 0.05157806944383478)	(112, 0.06730755161464963)	(114, 0.10608255417526301)	(116, 0.2692302064585985)	(118, 0.5037092313770247)	(120, 0.6814889600983276)	(122, 0.8289071302108482)	(124, 1.1102087997307697)	(126, 1.3871208463193012)	(128, 1.7013446878246492)	(130, 2.1161640548410223)	(132, 2.5928039448078075)	(134, 3.064322608021304)	(136, 3.501455891605578)	(138, 4.013212765023484)
SRR23609086_1 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0005162649265096877)	(10, 0.0005162649265096877)	(12, 0.0005162649265096877)	(14, 0.0015487947795290629)	(16, 0.0025813246325484384)	(18, 0.0033557220223129703)	(20, 0.003613854485567814)	(22, 0.005162649265096877)	(24, 0.006969576507880784)	(26, 0.010067166066938912)	(28, 0.030717763127326415)	(30, 0.09938099835311487)	(32, 0.21321741464850102)	(34, 0.37325954186650423)	(36, 0.9798708305153873)	(38, 1.8807531272747924)	(40, 2.798672166609017)	(42, 3.500792466662192)	(44, 4.473693720669699)	(46, 5.448143769456735)	(48, 6.4959034378081455)	(50, 7.652078740726591)	(52, 8.836390482139816)	(54, 10.233145240811774)	(56, 11.774712311369703)	(58, 13.145137558789669)	(60, 14.702192577142887)	(62, 15.697551355453564)	(64, 17.23627896891569)	(66, 19.011714051182505)	(68, 20.356584184740242)	(70, 21.533926349645583)	(72, 22.651123650612547)	(74, 23.922426032142653)	(76, 25.461928042994543)	(78, 27.05047522186485)	(80, 28.026474065431415)	(82, 29.049969282236873)	(84, 30.273000893138324)	(86, 31.82953964656503)	(88, 33.35329557715838)	(90, 34.49269226996526)	(92, 36.25263940443678)	(94, 37.80840376047372)	(96, 38.87397456878972)	(98, 40.111461597633436)	(100, 41.38947542320817)	(102, 42.87631841155607)	(104, 44.3458665248659)	(106, 45.292954532547924)	(108, 46.48733344002808)	(110, 47.890283377818164)	(112, 49.05317012478123)	(114, 49.88125906690277)	(116, 50.66546549027099)	(118, 51.621071869240424)	(120, 52.74833633627432)	(122, 54.180455242412194)	(124, 54.824495738233026)	(126, 55.6112834862338)	(128, 56.25454958466487)	(130, 56.8825858677639)	(132, 57.977841909354204)	(134, 58.59503662899654)	(136, 59.254823205075915)	(138, 59.940681159944035)
SRR23609086_1 - polya	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.00025813246325484383)	(14, 0.0005162649265096877)	(16, 0.0005162649265096877)	(18, 0.0005162649265096877)	(20, 0.0005162649265096877)	(22, 0.0005162649265096877)	(24, 0.0005162649265096877)	(26, 0.0005162649265096877)	(28, 0.0005162649265096877)	(30, 0.0005162649265096877)	(32, 0.0005162649265096877)	(34, 0.0005162649265096877)	(36, 0.0005162649265096877)	(38, 0.0005162649265096877)	(40, 0.0005162649265096877)	(42, 0.0005162649265096877)	(44, 0.0005162649265096877)	(46, 0.0005162649265096877)	(48, 0.0005162649265096877)	(50, 0.0005162649265096877)	(52, 0.0005162649265096877)	(54, 0.0005162649265096877)	(56, 0.0007743973897645314)	(58, 0.0010325298530193753)	(60, 0.0010325298530193753)	(62, 0.0010325298530193753)	(64, 0.0010325298530193753)	(66, 0.0010325298530193753)	(68, 0.0010325298530193753)	(70, 0.0010325298530193753)	(72, 0.0010325298530193753)	(74, 0.0010325298530193753)	(76, 0.0010325298530193753)	(78, 0.0010325298530193753)	(80, 0.0010325298530193753)	(82, 0.0010325298530193753)	(84, 0.0010325298530193753)	(86, 0.0010325298530193753)	(88, 0.0010325298530193753)	(90, 0.0010325298530193753)	(92, 0.0010325298530193753)	(94, 0.0023231921692935947)	(96, 0.00335572202231297)	(98, 0.007227708971135628)	(100, 0.010583430993448599)	(102, 0.021683126913406882)	(104, 0.040526796731010485)	(106, 0.05782167176908502)	(108, 0.0712445598583369)	(110, 0.0882813024331566)	(112, 0.10738310471401505)	(114, 0.12106412526652177)	(116, 0.1530725507101224)	(118, 0.18611350600674242)	(120, 0.2142499445015204)	(122, 0.24290264792280808)	(124, 0.26974842410131183)	(126, 0.2981429950593446)	(128, 0.31621226748718373)	(130, 0.3701619523074461)	(132, 0.4029447751408113)	(134, 0.43288814087837313)	(136, 0.4723824077563643)	(138, 0.49406553466977116)
SRR23609086_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.0)	(26, 0.0)	(28, 0.0)	(30, 0.0)	(32, 0.0)	(34, 0.0)	(36, 0.0)	(38, 0.0)	(40, 0.0)	(42, 0.0)	(44, 0.0)	(46, 0.0)	(48, 0.0)	(50, 0.0)	(52, 0.0)	(54, 0.0)	(56, 0.0)	(58, 0.0)	(60, 0.0)	(62, 0.0)	(64, 0.0)	(66, 0.0)	(68, 0.0)	(70, 0.0)	(72, 0.0)	(74, 0.0)	(76, 0.0)	(78, 0.0)	(80, 0.0)	(82, 0.0)	(84, 0.0)	(86, 0.0)	(88, 0.0)	(90, 0.0005162649265096877)	(92, 0.0005162649265096877)	(94, 0.0005162649265096877)	(96, 0.0005162649265096877)	(98, 0.0007743973897645314)	(100, 0.0020650597060387506)	(102, 0.002839457095803282)	(104, 0.010325298530193754)	(106, 0.038461737024971736)	(108, 0.08466744794758879)	(110, 0.17269061791749052)	(112, 0.47031734805032555)	(114, 0.9414090934904156)	(116, 1.509558645114327)	(118, 1.9367678718010934)	(120, 2.449935208751723)	(122, 3.044930536554138)	(124, 3.726142107083671)	(126, 4.304875089701031)	(128, 5.035131828248984)	(130, 5.989447544902141)	(132, 7.050630101342805)	(134, 7.904016024863319)	(136, 8.988688635460173)	(138, 9.703973691139346)
SRR23609086_2 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0005162649265096877)	(10, 0.001548794779529063)	(12, 0.001548794779529063)	(14, 0.0025813246325484384)	(16, 0.003613854485567814)	(18, 0.0038719869488226576)	(20, 0.004130119412077501)	(22, 0.005937046654861409)	(24, 0.008260238824155004)	(26, 0.011615960846467974)	(28, 0.03226655790685548)	(30, 0.10118792559589879)	(32, 0.21450807696477525)	(34, 0.37455020418277846)	(36, 0.9829684200744455)	(38, 1.8807531272747924)	(40, 2.7927351199541555)	(42, 3.4891765058157245)	(44, 4.457689507947899)	(46, 5.426976907469838)	(48, 6.470348323945917)	(50, 7.613358871238365)	(52, 8.788377843974414)	(54, 10.179969953381278)	(56, 11.713276785115049)	(58, 13.075958058637369)	(60, 14.629657354968277)	(62, 15.612883907505976)	(64, 17.133800381003518)	(66, 18.901491489372688)	(68, 20.24352216583462)	(70, 21.416217946401375)	(72, 22.53986855894971)	(74, 23.8049757613617)	(76, 25.344994037140097)	(78, 26.92941109659833)	(80, 27.907733132334187)	(82, 28.933035276382427)	(84, 30.156583152210388)	(86, 31.716219495196153)	(88, 33.24487994259134)	(90, 34.384792900324726)	(92, 36.14628882957578)	(94, 37.70411824531877)	(96, 38.76271947712688)	(98, 40.0002065059706)	(100, 41.27538087444953)	(102, 42.75835187584861)	(104, 44.21680029323848)	(106, 45.1558861945596)	(108, 46.35955787071694)	(110, 47.771542444720936)	(112, 48.94010810587561)	(114, 49.76819704799715)	(116, 50.55291973629188)	(118, 51.51213996974687)	(120, 52.6432764237296)	(122, 54.07746038957352)	(124, 54.71995209061482)	(126, 55.50648170615233)	(128, 56.15103846689968)	(130, 56.781139809704754)	(132, 57.879493440854105)	(134, 58.49694629295969)	(136, 59.14976329253119)	(138, 59.84052576420116)
SRR23609086_2 - polyg	(1, 0.032008425443600635)	(2, 0.032008425443600635)	(3, 0.032008425443600635)	(4, 0.032008425443600635)	(5, 0.032008425443600635)	(6, 0.032008425443600635)	(7, 0.032008425443600635)	(8, 0.032008425443600635)	(9, 0.032008425443600635)	(10, 0.032008425443600635)	(12, 0.032008425443600635)	(14, 0.032008425443600635)	(16, 0.032008425443600635)	(18, 0.032008425443600635)	(20, 0.032008425443600635)	(22, 0.032008425443600635)	(24, 0.032008425443600635)	(26, 0.032008425443600635)	(28, 0.032008425443600635)	(30, 0.032008425443600635)	(32, 0.032008425443600635)	(34, 0.032008425443600635)	(36, 0.032008425443600635)	(38, 0.032008425443600635)	(40, 0.032008425443600635)	(42, 0.032008425443600635)	(44, 0.032008425443600635)	(46, 0.032008425443600635)	(48, 0.032008425443600635)	(50, 0.032008425443600635)	(52, 0.032008425443600635)	(54, 0.032008425443600635)	(56, 0.032008425443600635)	(58, 0.032008425443600635)	(60, 0.032008425443600635)	(62, 0.032008425443600635)	(64, 0.032008425443600635)	(66, 0.032008425443600635)	(68, 0.032008425443600635)	(70, 0.032008425443600635)	(72, 0.032008425443600635)	(74, 0.032008425443600635)	(76, 0.032008425443600635)	(78, 0.032008425443600635)	(80, 0.032008425443600635)	(82, 0.032008425443600635)	(84, 0.032008425443600635)	(86, 0.032008425443600635)	(88, 0.032008425443600635)	(90, 0.03304095529662001)	(92, 0.03304095529662001)	(94, 0.033815352686384546)	(96, 0.03407348514963939)	(98, 0.03407348514963939)	(100, 0.03407348514963939)	(102, 0.034589750076149076)	(104, 0.035106015002658766)	(106, 0.03562227992916846)	(108, 0.041817459047284705)	(110, 0.0671144404462594)	(112, 0.1006716606693891)	(114, 0.15333068317337725)	(116, 0.363708640726075)	(118, 0.6755326563379264)	(120, 0.9060449460245019)	(122, 1.067894000485289)	(124, 1.3931409041863922)	(126, 1.7413615971171765)	(128, 2.1205581856385423)	(130, 2.5704830690917353)	(132, 3.0787458892405226)	(134, 3.5944945508237005)	(136, 4.1641928972271405)	(138, 4.7571231653235175)
