Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73
SRR23609081_trimmed_R1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.0)	(26, 0.0)	(28, 0.0)	(30, 0.0)	(32, 0.0)	(34, 0.0)	(36, 0.0)	(38, 0.0)	(40, 0.0)	(42, 0.0)	(44, 0.0)	(46, 0.0)	(48, 0.0)	(50, 0.0)	(52, 0.0)	(54, 0.0)	(56, 0.0)	(58, 0.0)	(60, 0.0)	(62, 0.0)	(64, 0.0010012816404998397)	(66, 0.0020025632809996794)	(68, 0.0030038449214995194)	(70, 0.0030038449214995194)	(72, 0.0030038449214995194)	(74, 0.0030038449214995194)	(76, 0.0030038449214995194)	(78, 0.0030038449214995194)	(80, 0.0030038449214995194)	(82, 0.0030038449214995194)	(84, 0.0030038449214995194)	(86, 0.0030038449214995194)	(88, 0.0030038449214995194)	(90, 0.0030038449214995194)	(92, 0.004005126561999359)	(94, 0.0055070490227491185)	(96, 0.006007689842999039)	(98, 0.007008971483498878)	(100, 0.009512175584748478)	(102, 0.012516020506247998)	(104, 0.03404357577699455)	(106, 0.08611022108298622)	(108, 0.2037608138417174)	(110, 0.42404277475168217)	(112, 0.9251842358218519)	(114, 1.831344120474207)	(116, 3.0769384812560077)	(118, 4.1828540531880805)	(120, 5.376882409484139)	(122, 6.953400352451137)	(124, 8.7431912848446)	(126, 10.163008651073374)	(128, 11.831644504966356)	(130, 13.800164210189042)	(132, 15.424743671900032)	(134, 17.046319288689524)	(136, 18.973786446651715)	(138, 20.68697933354694)
SRR23609081_trimmed_R2 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 0.0005006408202499199)	(16, 0.0010012816404998397)	(18, 0.0030038449214995194)	(20, 0.0030038449214995194)	(22, 0.005006408202499198)	(24, 0.006508330663248959)	(26, 0.011014098045498237)	(28, 0.05256728612624159)	(30, 0.11965315603973085)	(32, 0.281360140980455)	(34, 0.575236302467158)	(36, 1.2165571932073052)	(38, 2.430110541493111)	(40, 3.673702338993912)	(42, 4.702018583787248)	(44, 6.110821851970522)	(46, 7.7844641140660045)	(48, 9.417554469721242)	(50, 11.06466276834348)	(52, 12.852951778276193)	(54, 14.546619673181672)	(56, 16.190724126882408)	(58, 17.898910605575136)	(60, 19.649150913168853)	(62, 21.55559115668055)	(64, 23.7233659083627)	(66, 25.48562159564242)	(68, 27.23986702979814)	(70, 28.651674142902912)	(72, 30.080503043896186)	(74, 31.74112864466517)	(76, 33.277595322012175)	(78, 35.23660285165011)	(80, 37.03340275552708)	(82, 38.64196171099007)	(84, 39.72484780519064)	(86, 40.86230374879846)	(88, 42.302647388657476)	(90, 44.04037167574495)	(92, 45.98936638897789)	(94, 47.20642422300544)	(96, 48.60271147068248)	(98, 50.00350448574175)	(100, 51.2465956424223)	(102, 52.90271547580903)	(104, 54.22741108619032)	(106, 55.407922140339636)	(108, 56.5709107657802)	(110, 57.753925024030764)	(112, 58.72316565203461)	(114, 59.79603892983018)	(116, 60.84988785645626)	(118, 61.87369833386735)	(120, 63.051706183915414)	(122, 64.15461791092599)	(124, 65.37668215315604)	(126, 66.40599967958988)	(128, 67.30965636014098)	(130, 68.16475088112784)	(132, 69.0178428388337)	(134, 70.38609420057674)	(136, 71.42342198013458)	(138, 72.26149471323293)
SRR23609081_trimmed_R2 - polyg	(1, 0.026033322652995836)	(2, 0.026033322652995836)	(3, 0.026033322652995836)	(4, 0.026033322652995836)	(5, 0.026033322652995836)	(6, 0.026033322652995836)	(7, 0.026033322652995836)	(8, 0.026033322652995836)	(9, 0.026033322652995836)	(10, 0.026033322652995836)	(12, 0.026033322652995836)	(14, 0.026033322652995836)	(16, 0.026033322652995836)	(18, 0.026033322652995836)	(20, 0.026033322652995836)	(22, 0.026033322652995836)	(24, 0.026033322652995836)	(26, 0.026033322652995836)	(28, 0.026033322652995836)	(30, 0.026033322652995836)	(32, 0.026033322652995836)	(34, 0.026033322652995836)	(36, 0.026033322652995836)	(38, 0.026033322652995836)	(40, 0.026033322652995836)	(42, 0.026033322652995836)	(44, 0.026033322652995836)	(46, 0.026033322652995836)	(48, 0.026033322652995836)	(50, 0.026033322652995836)	(52, 0.026033322652995836)	(54, 0.026033322652995836)	(56, 0.026033322652995836)	(58, 0.026033322652995836)	(60, 0.026033322652995836)	(62, 0.026033322652995836)	(64, 0.026033322652995836)	(66, 0.026033322652995836)	(68, 0.026033322652995836)	(70, 0.026033322652995836)	(72, 0.026033322652995836)	(74, 0.026033322652995836)	(76, 0.026033322652995836)	(78, 0.026033322652995836)	(80, 0.026033322652995836)	(82, 0.026033322652995836)	(84, 0.026033322652995836)	(86, 0.026033322652995836)	(88, 0.026033322652995836)	(90, 0.026033322652995836)	(92, 0.026033322652995836)	(94, 0.026033322652995836)	(96, 0.027034604293495676)	(98, 0.028536526754245433)	(100, 0.029037167574495353)	(102, 0.03053909003524511)	(104, 0.03254165331624479)	(106, 0.04305511054149311)	(108, 0.0831063761614867)	(110, 0.168715956424223)	(112, 0.35395305991669335)	(114, 0.6633490868311438)	(116, 1.4163128804870233)	(118, 2.6594040371675742)	(120, 3.8128804870233894)	(122, 4.81516340916373)	(124, 6.416713393143223)	(126, 8.038289009932713)	(128, 9.647348606215957)	(130, 11.291953700736943)	(132, 13.265980454982378)	(134, 14.878043896187119)	(136, 16.517141941685356)	(138, 18.323954661967317)
SRR23609082_trimmed_R1 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0004974629390110437)	(4, 0.0004974629390110437)	(5, 0.0004974629390110437)	(6, 0.0004974629390110437)	(7, 0.0004974629390110437)	(8, 0.0004974629390110437)	(9, 0.0004974629390110437)	(10, 0.00820813849368222)	(12, 0.015421351109342354)	(14, 0.020644711968958313)	(16, 0.025370609889563227)	(18, 0.03084270221868471)	(20, 0.03780718336483932)	(22, 0.04526912745000498)	(24, 0.05870062680330315)	(26, 0.07063973733956821)	(28, 0.10770072629589095)	(30, 0.16540642722117202)	(32, 0.3029549298577256)	(34, 0.5686001392896229)	(36, 1.1543627499751268)	(38, 2.460202964879117)	(40, 3.6148144463237486)	(42, 4.572181872450503)	(44, 5.925778529499553)	(46, 7.360461645607402)	(48, 8.877226146652074)	(50, 10.470351208834941)	(52, 12.202765893940901)	(54, 13.691175007461943)	(56, 15.043279275693962)	(58, 16.65505919808974)	(60, 18.23027559446821)	(62, 20.135558650880512)	(64, 22.301014824395583)	(66, 23.859068749378174)	(68, 25.559645806387422)	(70, 27.031141179982093)	(72, 28.444433389712465)	(74, 29.987563426524723)	(76, 31.399363247438068)	(78, 33.14222465426326)	(80, 34.894786588399164)	(82, 36.367525619341365)	(84, 37.18858820017908)	(86, 38.20614864192618)	(88, 39.482141080489505)	(90, 41.08621032733062)	(92, 43.101681424733854)	(94, 44.184906974430405)	(96, 45.50343249427918)	(98, 46.78638941398866)	(100, 47.938264849268734)	(102, 49.53984678141478)	(104, 50.862352004775644)	(106, 52.10874539846782)	(108, 53.34295095015422)	(110, 54.5900905382549)	(112, 55.56088946373495)	(114, 56.62073425529798)	(116, 57.66839120485524)	(118, 58.52402745995423)	(120, 59.55377574370709)	(122, 60.391005870062685)	(124, 61.50358173316088)	(126, 62.5315888966272)	(128, 63.51308327529599)	(130, 64.54855238284748)	(132, 65.28430006964481)	(134, 66.63317082877325)	(136, 67.64351805790469)	(138, 68.46358571286439)
SRR23609082_trimmed_R1 - polya	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.0)	(26, 0.0004974629390110437)	(28, 0.0004974629390110437)	(30, 0.0004974629390110437)	(32, 0.0004974629390110437)	(34, 0.0004974629390110437)	(36, 0.0004974629390110437)	(38, 0.0004974629390110437)	(40, 0.0004974629390110437)	(42, 0.0004974629390110437)	(44, 0.0009949258780220873)	(46, 0.0009949258780220873)	(48, 0.0009949258780220873)	(50, 0.0009949258780220873)	(52, 0.0009949258780220873)	(54, 0.0012436573475276091)	(56, 0.0014923888170331311)	(58, 0.001741120286538653)	(60, 0.0019898517560441747)	(62, 0.0019898517560441747)	(64, 0.0019898517560441747)	(66, 0.0019898517560441747)	(68, 0.0019898517560441747)	(70, 0.0019898517560441747)	(72, 0.0019898517560441747)	(74, 0.0019898517560441747)	(76, 0.0019898517560441747)	(78, 0.0019898517560441747)	(80, 0.0019898517560441747)	(82, 0.0019898517560441747)	(84, 0.0019898517560441747)	(86, 0.0019898517560441747)	(88, 0.0022385832255496967)	(90, 0.0024873146950552183)	(92, 0.0024873146950552183)	(94, 0.0029847776340662623)	(96, 0.0029847776340662623)	(98, 0.005223360859615959)	(100, 0.011690379066759526)	(102, 0.016913739926375487)	(104, 0.034076211322256494)	(106, 0.053228534474181674)	(108, 0.06467018207143568)	(110, 0.0843199681623719)	(112, 0.10745199482638543)	(114, 0.11690379066759526)	(116, 0.14302059496567504)	(118, 0.1753556860013929)	(120, 0.19624912943985673)	(122, 0.216396378469804)	(124, 0.24052333101183962)	(126, 0.2644015520843697)	(128, 0.30569097602228634)	(130, 0.36488906576460056)	(132, 0.3917520644711969)	(134, 0.42010745199482635)	(136, 0.46065068152422645)	(138, 0.4937319669684609)
SRR23609082_trimmed_R1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0004974629390110437)	(5, 0.0004974629390110437)	(6, 0.0004974629390110437)	(7, 0.0004974629390110437)	(8, 0.0004974629390110437)	(9, 0.0004974629390110437)	(10, 0.0004974629390110437)	(12, 0.0004974629390110437)	(14, 0.0004974629390110437)	(16, 0.0004974629390110437)	(18, 0.0004974629390110437)	(20, 0.0004974629390110437)	(22, 0.0004974629390110437)	(24, 0.0004974629390110437)	(26, 0.0004974629390110437)	(28, 0.0004974629390110437)	(30, 0.0004974629390110437)	(32, 0.0004974629390110437)	(34, 0.0004974629390110437)	(36, 0.0004974629390110437)	(38, 0.0004974629390110437)	(40, 0.0004974629390110437)	(42, 0.0004974629390110437)	(44, 0.0004974629390110437)	(46, 0.0004974629390110437)	(48, 0.0004974629390110437)	(50, 0.0004974629390110437)	(52, 0.0004974629390110437)	(54, 0.0004974629390110437)	(56, 0.0004974629390110437)	(58, 0.0004974629390110437)	(60, 0.0004974629390110437)	(62, 0.0004974629390110437)	(64, 0.0004974629390110437)	(66, 0.0004974629390110437)	(68, 0.0004974629390110437)	(70, 0.0004974629390110437)	(72, 0.0009949258780220873)	(74, 0.0009949258780220873)	(76, 0.0009949258780220873)	(78, 0.0009949258780220873)	(80, 0.0009949258780220873)	(82, 0.0009949258780220873)	(84, 0.0009949258780220873)	(86, 0.0027360461645607403)	(88, 0.005223360859615958)	(90, 0.006467018207143568)	(92, 0.007213212615660133)	(94, 0.008954332902198787)	(96, 0.010944184658242961)	(98, 0.012436573475276092)	(100, 0.015421351109342354)	(102, 0.01890359168241966)	(104, 0.025370609889563227)	(106, 0.041289423937916625)	(108, 0.07660929260770072)	(110, 0.1557058999104567)	(112, 0.3591682419659735)	(114, 0.7832553974728882)	(116, 1.3095711869465725)	(118, 1.6652571883394687)	(120, 2.1435678041985873)	(122, 2.713162869366232)	(124, 3.3596159586110836)	(126, 3.860312406725699)	(128, 4.516714754750771)	(130, 5.346482937021191)	(132, 5.963336981394885)	(134, 6.642373893144961)	(136, 7.418416078002188)	(138, 8.258382250522336)
SRR23609082_trimmed_R2 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0004974629390110437)	(4, 0.0004974629390110437)	(5, 0.0004974629390110437)	(6, 0.0004974629390110437)	(7, 0.0004974629390110437)	(8, 0.0004974629390110437)	(9, 0.0004974629390110437)	(10, 0.007213212615660133)	(12, 0.014177693761814745)	(14, 0.019649786090936226)	(16, 0.023878221072530098)	(18, 0.02835538752362949)	(20, 0.034822405730773054)	(22, 0.04228434981593871)	(24, 0.055715849169236886)	(26, 0.06765495970550195)	(28, 0.10521341160083575)	(30, 0.1626703810566113)	(32, 0.2994726892846483)	(34, 0.5626305840214905)	(36, 1.1411799820913342)	(38, 2.434334892050542)	(40, 3.5822306238185257)	(42, 4.537110735250224)	(44, 5.88921500348224)	(46, 7.314695055218387)	(48, 8.82200776042185)	(50, 10.396726693861307)	(52, 12.114963685205453)	(54, 13.590190030842702)	(56, 14.932842503233509)	(58, 16.53417570391006)	(60, 18.09819918416078)	(62, 19.994279176201374)	(64, 22.139339369216994)	(66, 23.68744403541936)	(68, 25.378818028056912)	(70, 26.847577355487015)	(72, 28.254153815540743)	(74, 29.795294000596954)	(76, 31.2070938215103)	(78, 32.941249626902795)	(80, 34.689334394587604)	(82, 36.17028156402348)	(84, 36.98562332106258)	(86, 38.00243756840115)	(88, 39.28191224753756)	(90, 40.889961197890756)	(92, 42.905929758233015)	(94, 43.992140085563626)	(96, 45.31663516068053)	(98, 46.60207939508507)	(100, 47.7569396079992)	(102, 49.370211919212025)	(104, 50.694209531389916)	(106, 51.93786687891752)	(108, 53.17356481942095)	(110, 54.4187145557656)	(112, 55.39224952741021)	(114, 56.45159685603423)	(116, 57.49950253706099)	(118, 58.363098199184165)	(120, 59.39732364938812)	(122, 60.238284747786295)	(124, 61.35558650880509)	(126, 62.39055815341757)	(128, 63.37901701323251)	(130, 64.41846582429608)	(132, 65.157447020197)	(134, 66.51477464928863)	(136, 67.52835538752363)	(138, 68.34867177395284)
SRR23609082_trimmed_R2 - polyg	(1, 0.02984777634066262)	(2, 0.02984777634066262)	(3, 0.02984777634066262)	(4, 0.02984777634066262)	(5, 0.02984777634066262)	(6, 0.02984777634066262)	(7, 0.02984777634066262)	(8, 0.02984777634066262)	(9, 0.02984777634066262)	(10, 0.02984777634066262)	(12, 0.02984777634066262)	(14, 0.02984777634066262)	(16, 0.02984777634066262)	(18, 0.02984777634066262)	(20, 0.02984777634066262)	(22, 0.02984777634066262)	(24, 0.02984777634066262)	(26, 0.02984777634066262)	(28, 0.02984777634066262)	(30, 0.02984777634066262)	(32, 0.02984777634066262)	(34, 0.02984777634066262)	(36, 0.02984777634066262)	(38, 0.02984777634066262)	(40, 0.02984777634066262)	(42, 0.02984777634066262)	(44, 0.02984777634066262)	(46, 0.02984777634066262)	(48, 0.02984777634066262)	(50, 0.02984777634066262)	(52, 0.02984777634066262)	(54, 0.02984777634066262)	(56, 0.02984777634066262)	(58, 0.02984777634066262)	(60, 0.030345239279673666)	(62, 0.030345239279673666)	(64, 0.030345239279673666)	(66, 0.030345239279673666)	(68, 0.030345239279673666)	(70, 0.030345239279673666)	(72, 0.030345239279673666)	(74, 0.030345239279673666)	(76, 0.030345239279673666)	(78, 0.030345239279673666)	(80, 0.030345239279673666)	(82, 0.03084270221868471)	(84, 0.03084270221868471)	(86, 0.03084270221868471)	(88, 0.03134016515769575)	(90, 0.034573674261267534)	(92, 0.03805591483434484)	(94, 0.03954830365137797)	(96, 0.040791960998905585)	(98, 0.0432792756939608)	(100, 0.045766590389016024)	(102, 0.048005173614565716)	(104, 0.05173614565714854)	(106, 0.05521838623022585)	(108, 0.06442145060193015)	(110, 0.0843199681623719)	(112, 0.12710178091732166)	(114, 0.20992936026266043)	(116, 0.45318873743906074)	(118, 0.9185653168838922)	(120, 1.2115709879613967)	(122, 1.4640334295095014)	(124, 1.9510496468013132)	(126, 2.4611978907571386)	(128, 2.965127847975326)	(130, 3.5372102278380257)	(132, 4.289125460153219)	(134, 4.824644313998608)	(136, 5.398219082678341)	(138, 6.09143368819023)
SRR23609083_trimmed_R1 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0007183908045977011)	(8, 0.0014367816091954023)	(9, 0.0021551724137931034)	(10, 0.011853448275862068)	(12, 0.020114942528735635)	(14, 0.02586206896551724)	(16, 0.033045977011494254)	(18, 0.04310344827586207)	(20, 0.05387931034482758)	(22, 0.0596264367816092)	(24, 0.07219827586206896)	(26, 0.08728448275862069)	(28, 0.1447557471264368)	(30, 0.21875)	(32, 0.38829022988505746)	(34, 0.6961206896551724)	(36, 1.3979885057471264)	(38, 2.678520114942529)	(40, 3.925646551724138)	(42, 4.918103448275862)	(44, 6.383979885057471)	(46, 8.069683908045977)	(48, 9.614224137931036)	(50, 11.2183908045977)	(52, 13.02514367816092)	(54, 14.570761494252874)	(56, 16.09949712643678)	(58, 17.73168103448276)	(60, 19.370689655172413)	(62, 21.262571839080458)	(64, 23.454382183908045)	(66, 24.99353448275862)	(68, 26.529454022988503)	(70, 27.81573275862069)	(72, 29.25251436781609)	(74, 30.926005747126435)	(76, 32.25610632183908)	(78, 33.96120689655172)	(80, 35.70833333333333)	(82, 37.24317528735632)	(84, 38.12140804597701)	(86, 39.14583333333333)	(88, 40.37068965517241)	(90, 41.83728448275862)	(92, 43.823635057471265)	(94, 44.960847701149426)	(96, 46.24102011494253)	(98, 47.49425287356322)	(100, 48.5632183908046)	(102, 50.20941091954023)	(104, 51.641163793103445)	(106, 52.85668103448276)	(108, 53.983836206896555)	(110, 55.1857040229885)	(112, 56.085129310344826)	(114, 57.19683908045977)	(116, 58.32183908045977)	(118, 59.166666666666664)	(120, 60.242816091954026)	(122, 61.132902298850574)	(124, 62.327586206896555)	(126, 63.24604885057471)	(128, 64.14619252873564)	(130, 65.07686781609195)	(132, 65.72988505747126)	(134, 67.08656609195403)	(136, 68.04382183908046)	(138, 68.79561781609195)
SRR23609083_trimmed_R1 - polya	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.0)	(26, 0.0)	(28, 0.0)	(30, 0.0)	(32, 0.0)	(34, 0.0)	(36, 0.0)	(38, 0.0)	(40, 0.0)	(42, 0.0)	(44, 0.0)	(46, 0.0)	(48, 0.0)	(50, 0.0)	(52, 0.0)	(54, 0.00035919540229885057)	(56, 0.0007183908045977011)	(58, 0.0007183908045977011)	(60, 0.0007183908045977011)	(62, 0.0007183908045977011)	(64, 0.0007183908045977011)	(66, 0.0007183908045977011)	(68, 0.0007183908045977011)	(70, 0.0007183908045977011)	(72, 0.0007183908045977011)	(74, 0.0007183908045977011)	(76, 0.0007183908045977011)	(78, 0.0007183908045977011)	(80, 0.0007183908045977011)	(82, 0.0007183908045977011)	(84, 0.0007183908045977011)	(86, 0.0007183908045977011)	(88, 0.0007183908045977011)	(90, 0.0007183908045977011)	(92, 0.0007183908045977011)	(94, 0.0014367816091954023)	(96, 0.0028735632183908046)	(98, 0.008979885057471264)	(100, 0.015445402298850573)	(102, 0.03017241379310345)	(104, 0.06357758620689655)	(106, 0.09195402298850575)	(108, 0.11027298850574713)	(110, 0.13505747126436782)	(112, 0.17205459770114942)	(114, 0.18785919540229884)	(116, 0.22126436781609196)	(118, 0.2733477011494253)	(120, 0.29813218390804597)	(122, 0.32183908045977017)	(124, 0.3530890804597701)	(126, 0.3829022988505747)	(128, 0.4188218390804598)	(130, 0.5028735632183908)	(132, 0.5380747126436782)	(134, 0.5757902298850575)	(136, 0.6145833333333333)	(138, 0.6494252873563219)
SRR23609083_trimmed_R1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.0)	(26, 0.0)	(28, 0.0)	(30, 0.0)	(32, 0.0)	(34, 0.0)	(36, 0.0)	(38, 0.0)	(40, 0.0)	(42, 0.0)	(44, 0.0)	(46, 0.0)	(48, 0.0)	(50, 0.0)	(52, 0.0)	(54, 0.0)	(56, 0.0)	(58, 0.0)	(60, 0.0)	(62, 0.0)	(64, 0.0)	(66, 0.0)	(68, 0.0007183908045977011)	(70, 0.0014367816091954023)	(72, 0.0021551724137931034)	(74, 0.0021551724137931034)	(76, 0.0021551724137931034)	(78, 0.0021551724137931034)	(80, 0.0021551724137931034)	(82, 0.0028735632183908046)	(84, 0.0035919540229885057)	(86, 0.008979885057471264)	(88, 0.014008620689655173)	(90, 0.015804597701149427)	(92, 0.01903735632183908)	(94, 0.02334770114942529)	(96, 0.0305316091954023)	(98, 0.035919540229885055)	(100, 0.039511494252873564)	(102, 0.05172413793103449)	(104, 0.0711206896551724)	(106, 0.10668103448275862)	(108, 0.17852011494252873)	(110, 0.31501436781609193)	(112, 0.6558908045977012)	(114, 1.3010057471264367)	(116, 2.082255747126437)	(118, 2.6519396551724137)	(120, 3.4242097701149428)	(122, 4.386494252873563)	(124, 5.4342672413793105)	(126, 6.2140804597701145)	(128, 7.211206896551724)	(130, 8.47162356321839)	(132, 9.470545977011493)	(134, 10.489942528735632)	(136, 11.65337643678161)	(138, 12.811781609195403)
SRR23609083_trimmed_R2 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0007183908045977011)	(8, 0.0014367816091954023)	(9, 0.0021551724137931034)	(10, 0.01257183908045977)	(12, 0.020114942528735635)	(14, 0.02514367816091954)	(16, 0.0319683908045977)	(18, 0.042385057471264365)	(20, 0.054238505747126436)	(22, 0.06034482758620689)	(24, 0.07219827586206898)	(26, 0.08692528735632185)	(28, 0.14260057471264367)	(30, 0.2151580459770115)	(32, 0.3836206896551724)	(34, 0.6892959770114943)	(36, 1.386853448275862)	(38, 2.668103448275862)	(40, 3.908764367816092)	(42, 4.896551724137931)	(44, 6.363505747126437)	(46, 8.034841954022989)	(48, 9.562140804597702)	(50, 11.15301724137931)	(52, 12.950431034482758)	(54, 14.493175287356323)	(56, 16.014367816091955)	(58, 17.636853448275865)	(60, 19.26580459770115)	(62, 21.15050287356322)	(64, 23.314655172413794)	(66, 24.841954022988507)	(68, 26.373922413793103)	(70, 27.655890804597703)	(72, 29.091594827586206)	(74, 30.774425287356323)	(76, 32.0919540229885)	(78, 33.79418103448276)	(80, 35.54418103448276)	(82, 37.085129310344826)	(84, 37.96120689655172)	(86, 38.98599137931035)	(88, 40.20869252873563)	(90, 41.679597701149426)	(92, 43.664870689655174)	(94, 44.798850574712645)	(96, 46.07794540229885)	(98, 47.33333333333333)	(100, 48.4044540229885)	(102, 50.04813218390805)	(104, 51.47772988505747)	(106, 52.695402298850574)	(108, 53.82579022988506)	(110, 55.02442528735632)	(112, 55.91558908045977)	(114, 57.0308908045977)	(116, 58.15984195402299)	(118, 59.01293103448276)	(120, 60.10057471264368)	(122, 60.99748563218391)	(124, 62.204382183908045)	(126, 63.13146551724138)	(128, 64.04489942528735)	(130, 64.98670977011494)	(132, 65.64691091954023)	(134, 67.01903735632183)	(136, 67.98922413793105)	(138, 68.74604885057471)
SRR23609083_trimmed_R2 - polyg	(1, 0.02658045977011494)	(2, 0.02658045977011494)	(3, 0.02658045977011494)	(4, 0.02658045977011494)	(5, 0.02658045977011494)	(6, 0.02658045977011494)	(7, 0.02658045977011494)	(8, 0.02658045977011494)	(9, 0.02658045977011494)	(10, 0.02658045977011494)	(12, 0.02658045977011494)	(14, 0.02658045977011494)	(16, 0.02658045977011494)	(18, 0.02658045977011494)	(20, 0.02658045977011494)	(22, 0.02658045977011494)	(24, 0.02658045977011494)	(26, 0.02658045977011494)	(28, 0.02658045977011494)	(30, 0.02658045977011494)	(32, 0.02658045977011494)	(34, 0.02658045977011494)	(36, 0.02658045977011494)	(38, 0.02658045977011494)	(40, 0.02658045977011494)	(42, 0.02658045977011494)	(44, 0.02658045977011494)	(46, 0.02658045977011494)	(48, 0.02658045977011494)	(50, 0.02658045977011494)	(52, 0.02658045977011494)	(54, 0.02658045977011494)	(56, 0.02658045977011494)	(58, 0.02658045977011494)	(60, 0.02658045977011494)	(62, 0.02658045977011494)	(64, 0.02658045977011494)	(66, 0.02658045977011494)	(68, 0.02658045977011494)	(70, 0.02658045977011494)	(72, 0.02658045977011494)	(74, 0.02658045977011494)	(76, 0.02658045977011494)	(78, 0.02658045977011494)	(80, 0.02658045977011494)	(82, 0.02658045977011494)	(84, 0.02658045977011494)	(86, 0.02693965517241379)	(88, 0.028017241379310345)	(90, 0.032327586206896554)	(92, 0.0341235632183908)	(94, 0.0355603448275862)	(96, 0.03879310344827586)	(98, 0.04058908045977011)	(100, 0.043462643678160925)	(102, 0.044899425287356326)	(104, 0.04777298850574713)	(106, 0.05244252873563218)	(108, 0.06645114942528735)	(110, 0.0951867816091954)	(112, 0.14762931034482757)	(114, 0.2363505747126437)	(116, 0.48886494252873564)	(118, 0.8979885057471264)	(120, 1.1989942528735633)	(122, 1.4676724137931034)	(124, 1.9956896551724137)	(126, 2.5413074712643677)	(128, 3.0488505747126435)	(130, 3.5872844827586206)	(132, 4.3261494252873565)	(134, 4.85955459770115)	(136, 5.484554597701149)	(138, 6.156609195402298)
SRR23609084_trimmed_R1 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0011047587483083382)	(12, 0.0011047587483083382)	(14, 0.0011047587483083382)	(16, 0.0016571381224625072)	(18, 0.0016571381224625072)	(20, 0.003866655619079184)	(22, 0.005523793741541691)	(24, 0.006904742176927114)	(26, 0.010495208108929212)	(28, 0.05081890242218356)	(30, 0.12235203137514845)	(32, 0.271218272709697)	(34, 0.4891319358135167)	(36, 1.1387300798188196)	(38, 2.1352224707929404)	(40, 3.19247659292402)	(42, 4.040655121937746)	(44, 5.21501367138951)	(46, 6.3471151987184795)	(48, 7.50186428038777)	(50, 8.727317921948796)	(52, 9.969895324108599)	(54, 11.336481895766012)	(56, 12.818791946308725)	(58, 14.224321263844008)	(60, 15.640069599801144)	(62, 16.718590327837155)	(64, 18.30032866572762)	(66, 19.74783881569862)	(68, 20.951473471980556)	(70, 22.03579418344519)	(72, 23.227000303808655)	(74, 24.566796475819594)	(76, 26.024801833899524)	(78, 27.460988206700364)	(80, 28.43759494020493)	(82, 29.49098240671693)	(84, 30.625845830916674)	(86, 32.02557516502334)	(88, 33.44712348440909)	(90, 34.68776755875936)	(92, 36.40981025768498)	(94, 37.83439666362858)	(96, 38.92700306570553)	(98, 40.132571049797)	(100, 41.29864390863645)	(102, 42.87762034965614)	(104, 44.37070179799486)	(106, 45.436793990112406)	(108, 46.6517524235645)	(110, 47.733311238158365)	(112, 48.64777529207059)	(114, 49.48490623360124)	(116, 50.301046758914026)	(118, 51.349739000745714)	(120, 52.482116717761755)	(122, 53.82771287320132)	(124, 54.5811583395476)	(126, 55.294556301267704)	(128, 55.93255447841578)	(130, 56.622476316734335)	(132, 57.68994945728727)	(134, 58.41577595492584)	(136, 59.15817383378905)	(138, 59.903057419835946)
